"","lsoa11cd","msoa11cd"
"98866","E01030551","E02006364"
"98868","E01030585","E02006390"
"98869","E01030538","E02006371"
"98871","E01030601","E02006382"
"98873","E01030598","E02006383"
"98876","E01030554","E02006365"
"98877","E01030600","E02006382"
"98879","E01030589","E02006381"
"98881","E01030621","E02006386"
"98882","E01030553","E02006365"
"98884","E01030591","E02006381"
"98885","E01030529","E02006373"
"98887","E01030623","E02006383"
"98888","E01030535","E02006371"
"98891","E01030594","E02006387"
"98892","E01030596","E02006386"
"98895","E01030607","E02006375"
"98896","E01030605","E02006375"
"98897","E01030617","E02006384"
"98899","E01030616","E02006384"
"98900","E01030626","E02006383"
"98901","E01030625","E02006383"
"98902","E01030624","E02006383"
"98903","E01030632","E02006389"
"98904","E01030630","E02006387"
"98905","E01030637","E02006380"
"98907","E01030635","E02006380"
"98908","E01030638","E02006380"
"98910","E01030641","E02006377"
"98912","E01030644","E02006377"
"98913","E01030564","E02006376"
"98914","E01030578","E02006392"
"98915","E01030586","E02006390"
"98916","E01030587","E02006390"
"98918","E01030609","E02006379"
"98919","E01030633","E02006389"
"98921","E01030615","E02006384"
"98922","E01030640","E02006379"
"98923","E01030567","E02006378"
"98929","E01030559","E02006376"
"98930","E01030561","E02006376"
"98931","E01030560","E02006376"
"98932","E01030565","E02006378"
"98933","E01030575","E02006392"
"98934","E01030579","E02006392"
"98935","E01030592","E02006381"
"98938","E01030547","E02006372"
"98940","E01030622","E02006384"
"98951","E01030548","E02006364"
"98958","E01030544","E02006372"
"98961","E01030556","E02006370"
"98963","E01030639","E02006380"
"98966","E01030557","E02006373"
"98967","E01030531","E02006374"
"98972","E01030558","E02006373"
"98973","E01030555","E02006373"
"98981","E01030513","E02006362"
"98985","E01030611","E02006385"
"98988","E01030552","E02006365"
"98997","E01030525","E02006369"
"99000","E01030528","E02006374"
"99005","E01030563","E02006376"
"99011","E01030572","E02006388"
"99013","E01030545","E02006372"
"99049","E01030577","E02006392"
"99051","E01030576","E02006392"
"99065","E01030530","E02006374"
"99069","E01030613","E02006385"
"99074","E01030599","E02006382"
"99082","E01030532","E02006370"
"99101","E01030588","E02006390"
"99122","E01030521","E02006368"
"99131","E01030569","E02006378"
"99143","E01030568","E02006378"
"99146","E01030574","E02006388"
"99149","E01030570","E02006388"
"99171","E01030571","E02006388"
"99193","E01030590","E02006381"
"99199","E01030604","E02006375"
"99202","E01030566","E02006378"
"99205","E01030614","E02006385"
"99206","E01030628","E02006389"
"99210","E01030649","E02006399"
"99214","E01030584","E02006390"
"99219","E01030608","E02006379"
"99227","E01030610","E02006385"
"99230","E01030619","E02006384"
"99231","E01030618","E02006384"
"99233","E01030634","E02006389"
"99234","E01030627","E02006383"
"99240","E01030573","E02006388"
"99248","E01030629","E02006389"
"99249","E01030562","E02006376"
"99263","E01030582","E02006391"
"99264","E01030612","E02006385"
"99281","E01030631","E02006387"
"99284","E01030643","E02006379"
"99307","E01030580","E02006391"
"99314","E01030648","E02006399"
"99315","E01030651","E02006399"
"99316","E01030659","E02006398"
"99317","E01030662","E02006399"
"99318","E01030666","E02006395"
"99319","E01030668","E02006393"
"99320","E01030667","E02006393"
"99321","E01030672","E02006394"
"99324","E01030597","E02006386"
"99326","E01030671","E02006394"
"99328","E01030673","E02006394"
"99330","E01030679","E02006400"
"99331","E01030677","E02006400"
"99332","E01030680","E02006400"
"99333","E01030684","E02006401"
"99334","E01030683","E02006402"
"99336","E01030682","E02006402"
"99337","E01030686","E02006396"
"99338","E01030689","E02006397"
"99339","E01030690","E02006397"
"99341","E01030692","E02006397"
"99342","E01030654","E02006398"
"99343","E01030645","E02006401"
"99344","E01030658","E02006396"
"99345","E01030595","E02006387"
"99350","E01030695","E02006402"
"99351","E01030696","E02006402"
"99353","E01030661","E02006401"
"99355","E01030646","E02006401"
"99358","E01030653","E02006398"
"99361","E01030669","E02006393"
"99363","E01030675","E02006394"
"99364","E01030678","E02006400"
"99384","E01030593","E02006386"
"99387","E01030642","E02006377"
"99391","E01030670","E02006393"
"99392","E01030674","E02006394"
"99393","E01030647","E02006399"
"99400","E01030656","E02006396"
"99401","E01030693","E02006402"
"99406","E01030660","E02006401"
"99410","E01030681","E02006402"
"99411","E01030685","E02006396"
"99450","E01030603","E02006375"
"99452","E01030606","E02006377"
"99460","E01030636","E02006380"
"99518","E01030620","E02006386"
"99601","E01030699","E02006408"
"99602","E01030704","E02006407"
"99603","E01030708","E02006405"
"99604","E01030728","E02006411"
"99605","E01030754","E02006412"
"99607","E01030718","E02006413"
"99608","E01030717","E02006413"
"99609","E01030723","E02006414"
"99610","E01030663","E02006395"
"99611","E01030735","E02006406"
"99613","E01030739","E02006409"
"99614","E01030756","E02006412"
"99615","E01030730","E02006415"
"99616","E01030687","E02006395"
"99617","E01030676","E02006394"
"99618","E01030707","E02006405"
"99619","E01030698","E02006408"
"99627","E01030657","E02006398"
"99628","E01030655","E02006399"
"99629","E01030650","E02006399"
"99636","E01030664","E02006395"
"99655","E01030691","E02006397"
"99660","E01030688","E02006395"
"99662","E01030652","E02006398"
"99665","E01030694","E02006402"
"99673","E01030733","E02006415"
"99675","E01030701","E02006407"
"99676","E01030711","E02006404"
"99688","E01030724","E02006414"
"99689","E01030737","E02006406"
"99691","E01030712","E02006405"
"99693","E01030734","E02006406"
"99698","E01030736","E02006406"
"99699","E01030716","E02006405"
"99700","E01030742","E02006411"
"99701","E01030715","E02006405"
"99705","E01030751","E02006410"
"99707","E01030714","E02006405"
"99709","E01030720","E02006413"
"99710","E01030747","E02006403"
"99714","E01030753","E02006412"
"99715","E01030719","E02006413"
"99716","E01030748","E02006410"
"99750","E01030709","E02006404"
"99753","E01030746","E02006404"
"99755","E01030740","E02006409"
"99777","E01030725","E02006408"
"99781","E01030721","E02006414"
"99784","E01030702","E02006407"
"99789","E01030745","E02006403"
"99790","E01030752","E02006410"
"99791","E01030749","E02006410"
"99793","E01030697","E02006408"
"99795","E01030700","E02006408"
"99805","E01030705","E02006407"
"99806","E01030706","E02006407"
"99807","E01030703","E02006407"
"99815","E01030732","E02006415"
"99816","E01030722","E02006414"
"99818","E01030726","E02006411"
"99820","E01030731","E02006415"
"99827","E01030744","E02006403"
"99847","E01030738","E02006406"
"99851","E01030727","E02006411"
"99861","E01030665","E02006395"
"99862","E01030729","E02006409"
"99869","E01030750","E02006410"
"99887","E01030710","E02006404"
"99912","E01030713","E02006405"
"99926","E01030741","E02006409"
"99969","E01030743","E02006403"
"99980","E01030755","E02006412"
"100001","E01030805","E02006423"
"100002","E01030759","E02006417"
"100003","E01030760","E02006417"
"100007","E01030793","E02006423"
"100008","E01030784","E02006427"
"100009","E01030773","E02006426"
"100010","E01030757","E02006417"
"100011","E01030762","E02006421"
"100012","E01030761","E02006421"
"100015","E01030764","E02006416"
"100018","E01030775","E02006422"
"100020","E01030779","E02006418"
"100022","E01030789","E02006424"
"100023","E01030791","E02006424"
"100024","E01030798","E02006420"
"100025","E01030797","E02006420"
"100026","E01030799","E02006420"
"100030","E01030796","E02006420"
"100031","E01030802","E02006419"
"100032","E01030800","E02006420"
"100033","E01030807","E02006421"
"100034","E01030806","E02006421"
"100037","E01030809","E02006416"
"100038","E01030811","E02006416"
"100039","E01030765","E02006416"
"100040","E01030781","E02006418"
"100043","E01030763","E02006416"
"100044","E01030769","E02006425"
"100046","E01030771","E02006426"
"100047","E01030770","E02006426"
"100050","E01030774","E02006422"
"100051","E01030776","E02006422"
"100052","E01030780","E02006418"
"100053","E01030778","E02006418"
"100056","E01030792","E02006424"
"100062","E01030777","E02006422"
"100065","E01030801","E02006419"
"100075","E01030810","E02006416"
"100079","E01030758","E02006417"
"100080","E01030766","E02006425"
"100082","E01030794","E02006423"
"100083","E01030795","E02006423"
"100084","E01030804","E02006423"
"100095","E01030772","E02006426"
"100115","E01030785","E02006427"
"100117","E01030790","E02006424"
"100120","E01030808","E02006421"
"100128","E01030767","E02006425"
"100132","E01030788","E02006419"
"100141","E01030836","E02006433"
"100142","E01030819","E02006438"
"100143","E01030822","E02006437"
"100146","E01030825","E02006436"
"100147","E01030826","E02006436"
"100148","E01030827","E02006436"
"100150","E01030828","E02006431"
"100155","E01030831","E02006433"
"100157","E01030832","E02006433"
"100161","E01030835","E02006437"
"100162","E01030839","E02006433"
"100164","E01030841","E02006434"
"100167","E01030851","E02006431"
"100169","E01030854","E02006790"
"100171","E01030855","E02006429"
"100174","E01030861","E02006431"
"100176","E01032571","E02006790"
"100177","E01030837","E02006433"
"100178","E01030812","E02006435"
"100179","E01030818","E02006438"
"100184","E01030787","E02006419"
"100224","E01030803","E02006423"
"100231","E01030786","E02006419"
"100260","E01030782","E02006427"
"100273","E01030768","E02006425"
"100281","E01030783","E02006427"
"100403","E01030834","E02006437"
"100405","E01030843","E02006434"
"100406","E01030840","E02006434"
"100408","E01030814","E02006435"
"100409","E01030817","E02006438"
"100410","E01030820","E02006432"
"100412","E01030929","E02006455"
"100413","E01030816","E02006438"
"100415","E01030823","E02006438"
"100421","E01030813","E02006435"
"100423","E01030821","E02006437"
"100424","E01030824","E02006436"
"100426","E01030829","E02006431"
"100430","E01030846","E02006430"
"100431","E01030847","E02006432"
"100434","E01030858","E02006430"
"100436","E01030878","E02006449"
"100437","E01030909","E02006839"
"100438","E01030857","E02006430"
"100441","E01030852","E02006790"
"100443","E01030815","E02006435"
"100449","E01030830","E02006431"
"100457","E01030844","E02006430"
"100462","E01030850","E02006431"
"100464","E01030926","E02006455"
"100465","E01030869","E02006453"
"100468","E01030877","E02006449"
"100470","E01030879","E02006450"
"100473","E01030880","E02006453"
"100476","E01030867","E02006453"
"100477","E01030934","E02006839"
"100484","E01030872","E02006451"
"100486","E01030838","E02006433"
"100487","E01030860","E02006429"
"100489","E01030881","E02006442"
"100493","E01030935","E02006839"
"100497","E01030856","E02006429"
"100500","E01030845","E02006430"
"100502","E01030848","E02006432"
"100510","E01030859","E02006429"
"100512","E01030842","E02006434"
"100528","E01030853","E02006790"
"100538","E01030833","E02006437"
"100542","E01032626","E02006839"
"100548","E01030942","E02006450"
"100549","E01030890","E02006439"
"100554","E01030941","E02006450"
"100557","E01030883","E02006442"
"100558","E01030882","E02006444"
"100563","E01030887","E02006444"
"100564","E01030891","E02006440"
"100565","E01030894","E02006442"
"100567","E01030897","E02006444"
"100568","E01030898","E02006447"
"100570","E01030899","E02006440"
"100571","E01030900","E02006440"
"100573","E01030906","E02006447"
"100574","E01030907","E02006447"
"100576","E01030908","E02006839"
"100578","E01030910","E02006839"
"100580","E01030919","E02006445"
"100582","E01030924","E02006448"
"100583","E01030925","E02006448"
"100584","E01030932","E02006454"
"100585","E01030933","E02006454"
"100586","E01030930","E02006454"
"100591","E01030937","E02006449"
"100592","E01030939","E02006449"
"100594","E01030940","E02006446"
"100600","E01030912","E02006443"
"100606","E01030927","E02006455"
"100608","E01030874","E02006451"
"100611","E01030928","E02006455"
"100638","E01030885","E02006441"
"100641","E01030938","E02006449"
"100642","E01030862","E02006453"
"100644","E01030863","E02006446"
"100647","E01030865","E02006446"
"100648","E01030866","E02006446"
"100650","E01030864","E02006450"
"100652","E01030868","E02006453"
"100654","E01030876","E02006451"
"100667","E01030871","E02006451"
"100671","E01030873","E02006451"
"100679","E01030875","E02006451"
"100683","E01030888","E02006442"
"100686","E01030889","E02006444"
"100690","E01030892","E02006440"
"100697","E01030911","E02006443"
"100698","E01030916","E02006445"
"100699","E01030918","E02006445"
"100700","E01030917","E02006445"
"100703","E01030920","E02006443"
"100704","E01030921","E02006443"
"100705","E01030922","E02006445"
"100706","E01030923","E02006448"
"100714","E01030870","E02006451"
"100719","E01030893","E02006441"
"100773","E01030895","E02006441"
"100774","E01030905","E02006447"
"100777","E01030914","E02006448"
"100801","E01031004","E02006457"
"100803","E01031003","E02006457"
"100804","E01030987","E02006467"
"100805","E01030997","E02006461"
"100806","E01030944","E02006467"
"100807","E01030993","E02006463"
"100809","E01030951","E02006460"
"100810","E01030960","E02006464"
"100812","E01030974","E02006462"
"100815","E01030980","E02006459"
"100823","E01030903","E02006439"
"100827","E01030915","E02006448"
"100832","E01030913","E02006443"
"100833","E01030955","E02006465"
"100834","E01030984","E02006459"
"100836","E01030945","E02006467"
"100837","E01030996","E02006457"
"100839","E01030961","E02006464"
"100840","E01030963","E02006458"
"100841","E01030964","E02006458"
"100843","E01030965","E02006458"
"100844","E01030966","E02006458"
"100845","E01030967","E02006458"
"100846","E01030971","E02006466"
"100847","E01030977","E02006462"
"100849","E01030986","E02006467"
"100850","E01030990","E02006461"
"100851","E01030998","E02006457"
"100855","E01030999","E02006465"
"100856","E01031001","E02006465"
"100858","E01031000","E02006464"
"100859","E01031002","E02006457"
"100861","E01030946","E02006456"
"100862","E01030962","E02006464"
"100863","E01030994","E02006466"
"100864","E01030952","E02006460"
"100865","E01030983","E02006459"
"100867","E01030982","E02006459"
"100869","E01030991","E02006463"
"100872","E01030931","E02006454"
"100874","E01030904","E02006439"
"100878","E01030995","E02006466"
"100880","E01030902","E02006439"
"100884","E01030901","E02006440"
"100914","E01030886","E02006441"
"100930","E01030884","E02006441"
"100942","E01030896","E02006444"
"100952","E01030950","E02006456"
"101010","E01030947","E02006456"
"101014","E01030956","E02006460"
"101019","E01030957","E02006460"
"101024","E01030972","E02006466"
"101027","E01030973","E02006466"
"101028","E01030954","E02006463"
"101032","E01030959","E02006460"
"101034","E01030988","E02006461"
"101037","E01030992","E02006465"
"101047","E01030985","E02006459"
"101051","E01030949","E02006456"
"101053","E01030948","E02006456"
"101060","E01030953","E02006460"
"101096","E01030943","E02006450"
"101124","E01030989","E02006461"
"101132","E01030969","E02006463"
"101134","E01030978","E02006467"
"101173","E01030968","E02006458"
"101190","E01030976","E02006462"
"101201","E01031014","E02006470"
"101202","E01031016","E02006469"
"101203","E01031018","E02006472"
"101205","E01031019","E02006473"
"101207","E01031022","E02006473"
"101208","E01031025","E02006469"
"101209","E01031026","E02006469"
